VTW,  BTW,   VAW,   BAW,     V,     VMG,   PHI,SAIL,ShortSail,Notes
12,61,17.68,34.27,8.665,4.201,18.1,Jib,J,
12,60,17.73,33.8,8.616,4.308,17.9,Jib,J,
12,59,17.78,33.34,8.564,4.411,17.7,Jib,J,
12,58,17.82,32.88,8.509,4.509,17.5,Jib,J,
12,57,17.86,32.43,8.451,4.603,17.2,Jib,J,
12,56,17.89,31.98,8.389,4.691,17,Jib,J,
12,55,17.92,31.54,8.321,4.773,16.7,Jib,J,
12,54,17.94,31.1,8.248,4.848,16.4,Jib,J,
12,53,17.95,30.68,8.168,4.916,16.1,Jib,J,
12,52,17.95,30.26,8.08,4.975,15.8,Jib,J,
12,51,17.94,29.87,7.982,5.023,15.4,Jib,J,
12,50,17.92,29.48,7.872,5.06,15,Jib,J,
12,49,17.89,29.12,7.749,5.084,14.6,Jib,J,
12,48,17.84,28.77,7.612,5.093,14.1,Jib,J,
12,47,17.77,28.44,7.461,5.088,13.6,Jib,J,
12,46,17.7,28.12,7.297,5.069,13,Jib,J,
12,45,17.61,27.81,7.125,5.038,12.4,Jib,J,
12,44,17.52,27.5,6.951,5,11.8,Jib,J,
12,43,17.42,27.18,6.773,4.954,11.2,Jib,J,
12,42,17.31,26.86,6.586,4.895,10.5,Jib,J,
12,41,17.19,26.57,6.379,4.814,9.8,Jib,J,
12,40,17.03,26.32,6.14,4.703,9,Jib,J,
12,39,16.83,26.1,5.866,4.559,8.1,Jib,J,
12,38,16.6,25.93,5.558,4.38,7.1,Jib,J,
12,37,16.33,25.82,5.201,4.154,6.1,Jib,J,
12,36,15.96,25.85,4.743,3.837,5.2,Jib,J,
12,167.6,6.06,155.03,6.104,-5.961,0.5,Jib,J,OPTIMAL
12,180,5.83,180,6.077,-6.077,-0.1,Poled Jib,PJ,
12,179,5.81,177.95,6.1,-6.099,-0.1,Poled Jib,PJ,
12,178,5.79,175.88,6.126,-6.123,-0.1,Poled Jib,PJ,
12,177,5.77,173.8,6.155,-6.147,-0.1,Poled Jib,PJ,
12,176,5.75,171.7,6.184,-6.169,-0.1,Poled Jib,PJ,
12,175,5.74,169.59,6.213,-6.189,-0.1,Poled Jib,PJ,
12,174,5.74,167.47,6.239,-6.205,-0.1,Poled Jib,PJ,
12,173,5.74,165.36,6.262,-6.215,-0.1,Poled Jib,PJ,
12,172,5.75,163.26,6.28,-6.219,-0.1,Poled Jib,PJ,
12,171,5.77,161.18,6.293,-6.215,0,Poled Jib,PJ,
12,170,5.81,159.14,6.298,-6.202,0,Poled Jib,PJ,
12,169,5.85,157.14,6.298,-6.182,0,Poled Jib,PJ,
12,168,5.9,155.17,6.295,-6.157,0,Poled Jib,PJ,
12,167,5.95,153.22,6.292,-6.131,0,Poled Jib,PJ,
12,166,6,151.29,6.292,-6.105,0,Poled Jib,PJ,
12,165,6.05,149.36,6.297,-6.082,0,Poled Jib,PJ,
12,164,6.1,147.43,6.306,-6.062,0,Poled Jib,PJ,
12,163,6.15,145.5,6.32,-6.044,0.1,Poled Jib,PJ,
12,162,6.2,143.59,6.333,-6.023,0.1,Poled Jib,PJ,
12,161,6.26,141.74,6.341,-5.996,0.1,Poled Jib,PJ,
12,160,6.33,139.96,6.342,-5.959,0.2,Poled Jib,PJ,
12,159,6.41,138.25,6.335,-5.914,0.3,Poled Jib,PJ,
12,158,6.49,136.6,6.321,-5.861,0.3,Poled Jib,PJ,
12,157,6.58,135.03,6.303,-5.802,0.4,Poled Jib,PJ,
12,156,6.68,133.5,6.281,-5.738,0.5,Poled Jib,PJ,
12,155,6.77,132.01,6.257,-5.671,0.5,Poled Jib,PJ,
12,154,6.87,130.56,6.234,-5.603,0.6,Poled Jib,PJ,
12,153,6.96,129.11,6.214,-5.537,0.7,Poled Jib,PJ,
12,152,7.06,127.66,6.199,-5.473,0.7,Poled Jib,PJ,
12,151,7.15,126.2,6.188,-5.412,0.8,Poled Jib,PJ,
12,150,7.24,124.74,6.182,-5.354,0.8,Poled Jib,PJ,
12,149,7.33,123.26,6.183,-5.3,0.9,Poled Jib,PJ,
12,148,7.42,121.77,6.189,-5.249,0.9,Poled Jib,PJ,
12,147,7.51,120.26,6.202,-5.202,1,Poled Jib,PJ,
12,146,7.59,118.73,6.221,-5.158,1,Poled Jib,PJ,
12,145,7.68,117.18,6.246,-5.116,1,Poled Jib,PJ,
12,144,7.76,115.62,6.276,-5.077,1.1,Poled Jib,PJ,
12,143,7.85,114.05,6.31,-5.039,1.1,Poled Jib,PJ,
12,142,7.93,112.49,6.347,-5.001,1.1,Poled Jib,PJ,
12,141,8.02,110.94,6.385,-4.962,1.1,Poled Jib,PJ,
12,140,8.11,109.41,6.423,-4.92,1.2,Poled Jib,PJ,
12,139,8.21,107.91,6.461,-4.876,1.2,Poled Jib,PJ,
12,138,8.3,106.43,6.499,-4.83,1.2,Poled Jib,PJ,
12,137,8.4,104.97,6.536,-4.78,1.2,Poled Jib,PJ,
12,136,8.51,103.54,6.572,-4.727,1.3,Poled Jib,PJ,
12,135,8.61,102.14,6.608,-4.672,1.3,Poled Jib,PJ,
12,172,5.75,163.21,6.281,-6.219,-0.1,Poled Jib,PJ,OPTIMAL
12,47.8,17.83,28.72,7.589,5.094,14,Jib,J,OPTIMAL
12,180,6.17,180,6.054,-6.054,0.1,Asym Spin tacked on CL,AS,
12,165,6.2,149.35,6.467,-6.247,0.5,Asym Spin tacked on CL,AS,
12,150,6.88,117.37,7.421,-6.427,1.3,Asym Spin tacked on CL,AS,
12,135,8.64,91.14,8.469,-5.988,2.7,Asym Spin tacked on CL,AS,
12,120,11.01,73.76,9.173,-4.586,5.6,Asym Spin tacked on CL,AS,
12,110,12.62,64.88,9.457,-3.234,10.2,Asym Spin tacked on CL,AS,
12,90,15.35,49.83,9.511,0,21.4,Asym Spin tacked on CL,AS,
12,80,16.43,44.32,9.257,1.607,21.4,Asym Spin tacked on CL,AS,
12,75,16.88,41.69,9.097,2.354,21.3,Asym Spin tacked on CL,AS,
12,70,17.28,39.14,8.905,3.046,21,Asym Spin tacked on CL,AS,
12,60,17.82,34.38,8.367,4.184,19.9,Asym Spin tacked on CL,AS,
12,149.8,6.9,116.97,7.436,-6.427,1.3,Asym Spin tacked on CL,AS,OPTIMAL
12,180,6.02,180,5.86,-5.86,0.1,Jib,J,
12,165,6.14,149.92,6.166,-5.956,0.6,Jib,J,
12,150,6.99,121.8,6.606,-5.721,1.2,Jib,J,
12,135,8.47,97.24,7.334,-5.186,1.8,Jib,J,
12,120,10.58,76.48,8.408,-4.204,3.2,Jib,J,
12,110,12.15,66.66,8.858,-3.029,4.9,Jib,J,
12,90,15.05,51.2,9.294,0,12.4,Jib,J,
12,80,16.2,44.67,9.241,1.605,16.3,Jib,J,
12,75,16.68,41.63,9.15,2.368,17.8,Jib,J,
12,70,17.09,38.73,9.016,3.084,19.1,Jib,J,
12,60,17.73,33.8,8.616,4.308,17.9,Jib,J,
12,52,17.95,30.26,8.08,4.975,15.8,Jib,J,
12,167.6,6.06,155.03,6.104,-5.961,0.5,Jib,J,OPTIMAL
12,180,5.83,180,6.077,-6.077,-0.1,Poled Jib,PJ,
12,165,6.05,149.36,6.297,-6.082,0,Poled Jib,PJ,
12,150,7.24,124.74,6.182,-5.354,0.8,Poled Jib,PJ,
12,135,8.61,102.14,6.608,-4.672,1.3,Poled Jib,PJ,
12,172,5.75,163.21,6.281,-6.219,-0.1,Poled Jib,PJ,OPTIMAL
12,47.8,17.83,28.72,7.589,5.094,14,Jib,J,OPTIMAL
16,180,8.57,180,7.723,-7.723,0.1,Asym Spin tacked on CL,AS,
16,179,8.56,178.1,7.734,-7.732,0.2,Asym Spin tacked on CL,AS,
16,178,8.56,176.19,7.747,-7.742,0.2,Asym Spin tacked on CL,AS,
16,177,8.55,174.28,7.763,-7.753,0.3,Asym Spin tacked on CL,AS,
16,176,8.55,172.36,7.782,-7.763,0.3,Asym Spin tacked on CL,AS,
16,175,8.55,170.44,7.803,-7.774,0.3,Asym Spin tacked on CL,AS,
16,174,8.55,168.51,7.827,-7.784,0.4,Asym Spin tacked on CL,AS,
16,173,8.55,166.57,7.854,-7.795,0.4,Asym Spin tacked on CL,AS,
16,172,8.56,164.64,7.882,-7.806,0.5,Asym Spin tacked on CL,AS,
16,171,8.57,162.69,7.913,-7.816,0.5,Asym Spin tacked on CL,AS,
16,170,8.58,160.75,7.947,-7.826,0.6,Asym Spin tacked on CL,AS,
16,169,8.6,158.79,7.982,-7.835,0.6,Asym Spin tacked on CL,AS,
16,168,8.61,156.84,8.019,-7.844,0.7,Asym Spin tacked on CL,AS,
16,167,8.64,154.88,8.059,-7.852,0.7,Asym Spin tacked on CL,AS,
16,166,8.66,152.92,8.1,-7.859,0.8,Asym Spin tacked on CL,AS,
16,165,8.69,150.96,8.143,-7.866,0.8,Asym Spin tacked on CL,AS,
16,164,8.72,149,8.188,-7.871,0.9,Asym Spin tacked on CL,AS,
16,163,8.76,147.05,8.234,-7.874,0.9,Asym Spin tacked on CL,AS,
16,162,8.8,145.09,8.282,-7.877,1,Asym Spin tacked on CL,AS,
16,161,8.84,143.15,8.33,-7.877,1,Asym Spin tacked on CL,AS,
16,160,8.9,141.21,8.38,-7.874,1.1,Asym Spin tacked on CL,AS,
16,159,8.95,139.28,8.429,-7.869,1.2,Asym Spin tacked on CL,AS,
16,158,9.01,137.37,8.479,-7.862,1.3,Asym Spin tacked on CL,AS,
16,157,9.08,135.47,8.529,-7.851,1.3,Asym Spin tacked on CL,AS,
16,156,9.15,133.59,8.579,-7.837,1.4,Asym Spin tacked on CL,AS,
16,155,9.23,131.73,8.628,-7.82,1.5,Asym Spin tacked on CL,AS,
16,154,9.31,129.89,8.677,-7.799,1.6,Asym Spin tacked on CL,AS,
16,153,9.4,128.07,8.726,-7.775,1.7,Asym Spin tacked on CL,AS,
16,152,9.49,126.28,8.774,-7.747,1.8,Asym Spin tacked on CL,AS,
16,151,9.59,124.52,8.822,-7.715,1.9,Asym Spin tacked on CL,AS,
16,150,9.69,122.78,8.868,-7.68,2,Asym Spin tacked on CL,AS,
16,149,9.8,121.06,8.915,-7.641,2.1,Asym Spin tacked on CL,AS,
16,148,9.91,119.38,8.96,-7.599,2.2,Asym Spin tacked on CL,AS,
16,147,10.02,117.72,9.005,-7.552,2.3,Asym Spin tacked on CL,AS,
16,146,10.14,116.09,9.05,-7.503,2.5,Asym Spin tacked on CL,AS,
16,145,10.27,114.49,9.094,-7.449,2.6,Asym Spin tacked on CL,AS,
16,144,10.4,112.91,9.138,-7.393,2.7,Asym Spin tacked on CL,AS,
16,143,10.53,111.36,9.181,-7.333,2.8,Asym Spin tacked on CL,AS,
16,142,10.66,109.84,9.225,-7.269,3,Asym Spin tacked on CL,AS,
16,141,10.8,108.34,9.268,-7.202,3.1,Asym Spin tacked on CL,AS,
16,140,10.94,106.86,9.311,-7.132,3.3,Asym Spin tacked on CL,AS,
16,139,11.09,105.41,9.354,-7.059,3.4,Asym Spin tacked on CL,AS,
16,138,11.23,103.99,9.396,-6.983,3.6,Asym Spin tacked on CL,AS,
16,137,11.38,102.59,9.438,-6.903,3.7,Asym Spin tacked on CL,AS,
16,136,11.54,101.21,9.48,-6.819,3.9,Asym Spin tacked on CL,AS,
16,135,11.69,99.86,9.522,-6.733,4.1,Asym Spin tacked on CL,AS,
16,134,11.85,98.52,9.564,-6.643,4.3,Asym Spin tacked on CL,AS,
16,133,12.01,97.22,9.605,-6.55,4.5,Asym Spin tacked on CL,AS,
16,132,12.17,95.93,9.646,-6.454,4.7,Asym Spin tacked on CL,AS,
16,131,12.33,94.66,9.687,-6.355,4.9,Asym Spin tacked on CL,AS,
16,130,12.5,93.41,9.728,-6.253,5.2,Asym Spin tacked on CL,AS,
16,129,12.66,92.18,9.768,-6.147,5.5,Asym Spin tacked on CL,AS,
16,128,12.83,90.97,9.808,-6.038,5.9,Asym Spin tacked on CL,AS,
16,127,13,89.78,9.848,-5.927,6.3,Asym Spin tacked on CL,AS,
16,126,13.17,88.6,9.887,-5.811,6.8,Asym Spin tacked on CL,AS,
16,125,13.35,87.45,9.926,-5.693,7.2,Asym Spin tacked on CL,AS,
16,124,13.52,86.3,9.964,-5.572,7.7,Asym Spin tacked on CL,AS,
16,123,13.69,85.18,10.001,-5.447,8.2,Asym Spin tacked on CL,AS,
16,122,13.87,84.07,10.037,-5.319,8.8,Asym Spin tacked on CL,AS,
16,121,14.04,82.97,10.073,-5.188,9.3,Asym Spin tacked on CL,AS,
16,120,14.22,81.89,10.108,-5.054,9.9,Asym Spin tacked on CL,AS,
16,119,14.39,80.81,10.141,-4.916,10.5,Asym Spin tacked on CL,AS,
16,118,14.57,79.76,10.173,-4.776,11.1,Asym Spin tacked on CL,AS,
16,117,14.74,78.71,10.204,-4.632,11.8,Asym Spin tacked on CL,AS,
16,116,14.92,77.67,10.233,-4.486,12.5,Asym Spin tacked on CL,AS,
16,115,15.09,76.64,10.261,-4.336,13.2,Asym Spin tacked on CL,AS,
16,114,15.26,75.62,10.286,-4.184,13.9,Asym Spin tacked on CL,AS,
16,113,15.44,74.61,10.31,-4.028,14.7,Asym Spin tacked on CL,AS,
16,112,15.6,73.61,10.331,-3.87,15.5,Asym Spin tacked on CL,AS,
16,111,15.77,72.62,10.35,-3.709,16.3,Asym Spin tacked on CL,AS,
16,110,15.94,71.63,10.366,-3.545,17.1,Asym Spin tacked on CL,AS,
16,109,16.1,70.64,10.379,-3.379,18,Asym Spin tacked on CL,AS,
16,108,16.26,69.66,10.389,-3.21,18.9,Asym Spin tacked on CL,AS,
16,107,16.41,68.68,10.395,-3.039,19.8,Asym Spin tacked on CL,AS,
16,106,16.57,67.71,10.396,-2.865,20.7,Asym Spin tacked on CL,AS,
16,105,16.71,66.78,10.386,-2.688,21.7,Asym Spin tacked on CL,AS,
16,104,16.85,65.92,10.365,-2.507,22.3,Asym Spin tacked on CL,AS,
16,103,17.01,65.19,10.342,-2.326,22.3,Asym Spin tacked on CL,AS,
16,102,17.17,64.46,10.319,-2.145,22.3,Asym Spin tacked on CL,AS,
16,101,17.32,63.74,10.295,-1.964,22.3,Asym Spin tacked on CL,AS,
16,100,17.47,63.02,10.271,-1.783,22.3,Asym Spin tacked on CL,AS,
16,99,17.63,62.31,10.246,-1.603,22.3,Asym Spin tacked on CL,AS,
16,98,17.77,61.6,10.221,-1.422,22.4,Asym Spin tacked on CL,AS,
16,97,17.92,60.9,10.196,-1.242,22.4,Asym Spin tacked on CL,AS,
16,96,18.07,60.2,10.17,-1.063,22.4,Asym Spin tacked on CL,AS,
16,95,18.21,59.51,10.144,-0.884,22.4,Asym Spin tacked on CL,AS,
16,94,18.36,58.8,10.123,-0.706,22.4,Asym Spin tacked on CL,AS,
16,93,18.5,58.12,10.095,-0.528,22.4,Asym Spin tacked on CL,AS,
16,92,18.63,57.44,10.067,-0.351,22.4,Asym Spin tacked on CL,AS,
16,91,18.77,56.76,10.039,-0.175,22.4,Asym Spin tacked on CL,AS,
16,90,18.9,56.09,10.01,0,22.5,Asym Spin tacked on CL,AS,
16,89,19.04,55.42,9.982,0.174,22.5,Asym Spin tacked on CL,AS,
16,88,19.17,54.75,9.952,0.347,22.5,Asym Spin tacked on CL,AS,
16,87,19.3,54.09,9.923,0.519,22.5,Asym Spin tacked on CL,AS,
16,86,19.42,53.43,9.893,0.69,22.5,Asym Spin tacked on CL,AS,
16,85,19.55,52.78,9.862,0.86,22.5,Asym Spin tacked on CL,AS,
16,84,19.67,52.12,9.831,1.028,22.5,Asym Spin tacked on CL,AS,
16,83,19.79,51.47,9.8,1.194,22.5,Asym Spin tacked on CL,AS,
16,82,19.91,50.83,9.769,1.36,22.5,Asym Spin tacked on CL,AS,
16,81,20.03,50.18,9.736,1.523,22.5,Asym Spin tacked on CL,AS,
16,80,20.14,49.54,9.704,1.685,22.5,Asym Spin tacked on CL,AS,
16,79,20.25,48.91,9.67,1.845,22.5,Asym Spin tacked on CL,AS,
16,78,20.36,48.27,9.636,2.004,22.5,Asym Spin tacked on CL,AS,
16,77,20.47,47.64,9.602,2.16,22.5,Asym Spin tacked on CL,AS,
16,76,20.58,47.01,9.567,2.314,22.5,Asym Spin tacked on CL,AS,
16,75,20.68,46.39,9.531,2.467,22.5,Asym Spin tacked on CL,AS,
16,74,20.78,45.77,9.494,2.617,22.5,Asym Spin tacked on CL,AS,
16,73,20.88,45.15,9.456,2.765,22.4,Asym Spin tacked on CL,AS,
16,72,20.97,44.54,9.418,2.91,22.4,Asym Spin tacked on CL,AS,
16,71,21.07,43.93,9.378,3.053,22.4,Asym Spin tacked on CL,AS,
16,70,21.16,43.32,9.337,3.194,22.4,Asym Spin tacked on CL,AS,
16,69,21.24,42.72,9.296,3.331,22.3,Asym Spin tacked on CL,AS,
16,68,21.33,42.12,9.253,3.466,22.3,Asym Spin tacked on CL,AS,
16,67,21.41,41.52,9.208,3.598,22.3,Asym Spin tacked on CL,AS,
16,66,21.49,40.93,9.163,3.727,22.2,Asym Spin tacked on CL,AS,
16,65,21.57,40.34,9.115,3.852,22.2,Asym Spin tacked on CL,AS,
16,64,21.64,39.76,9.066,3.974,22.1,Asym Spin tacked on CL,AS,
16,63,21.71,39.18,9.015,4.093,22.1,Asym Spin tacked on CL,AS,
16,62,21.77,38.6,8.962,4.207,22,Asym Spin tacked on CL,AS,
16,61,21.83,38.03,8.906,4.318,21.9,Asym Spin tacked on CL,AS,
16,60,21.89,37.47,8.848,4.424,21.8,Asym Spin tacked on CL,AS,
16,161.5,8.82,144.1,8.307,-7.877,1,Asym Spin tacked on CL,AS,OPTIMAL
16,180,8.35,180,7.495,-7.495,0.2,Jib,J,
16,179,8.33,178.1,7.512,-7.511,0.3,Jib,J,
16,178,8.32,176.19,7.53,-7.526,0.3,Jib,J,
16,177,8.31,174.27,7.55,-7.539,0.4,Jib,J,
16,176,8.31,172.35,7.57,-7.552,0.5,Jib,J,
16,175,8.3,170.43,7.592,-7.563,0.5,Jib,J,
16,174,8.31,168.5,7.614,-7.572,0.6,Jib,J,
16,173,8.31,166.57,7.637,-7.58,0.6,Jib,J,
16,172,8.32,164.64,7.66,-7.586,0.7,Jib,J,
16,171,8.34,162.71,7.684,-7.59,0.7,Jib,J,
16,170,8.36,160.78,7.709,-7.591,0.8,Jib,J,
16,169,8.38,158.86,7.733,-7.591,0.9,Jib,J,
16,168,8.41,156.94,7.758,-7.589,0.9,Jib,J,
16,167,8.44,155.03,7.783,-7.584,1,Jib,J,
16,166,8.48,153.12,7.809,-7.577,1,Jib,J,
16,165,8.52,151.23,7.835,-7.568,1.1,Jib,J,
16,164,8.56,149.35,7.86,-7.556,1.2,Jib,J,
16,163,8.61,147.48,7.886,-7.542,1.2,Jib,J,
16,162,8.67,145.62,7.913,-7.525,1.3,Jib,J,
16,161,8.72,143.77,7.939,-7.507,1.3,Jib,J,
16,160,8.79,141.94,7.966,-7.486,1.4,Jib,J,
16,159,8.85,140.13,7.993,-7.462,1.4,Jib,J,
16,158,8.92,138.34,8.02,-7.436,1.5,Jib,J,
16,157,9,136.56,8.047,-7.408,1.5,Jib,J,
16,156,9.08,134.8,8.075,-7.377,1.6,Jib,J,
16,155,9.16,133.06,8.103,-7.344,1.7,Jib,J,
16,154,9.25,131.34,8.131,-7.308,1.7,Jib,J,
16,153,9.34,129.64,8.159,-7.27,1.8,Jib,J,
16,152,9.43,127.95,8.188,-7.23,1.8,Jib,J,
16,151,9.53,126.29,8.217,-7.187,1.9,Jib,J,
16,150,9.63,124.65,8.246,-7.141,1.9,Jib,J,
16,149,9.73,123.03,8.275,-7.093,2,Jib,J,
16,148,9.84,121.44,8.305,-7.043,2.1,Jib,J,
16,147,9.95,119.86,8.334,-6.99,2.1,Jib,J,
16,146,10.06,118.31,8.364,-6.934,2.2,Jib,J,
16,145,10.17,116.78,8.393,-6.875,2.2,Jib,J,
16,144,10.29,115.27,8.423,-6.814,2.3,Jib,J,
16,143,10.41,113.77,8.454,-6.751,2.4,Jib,J,
16,142,10.54,112.3,8.484,-6.686,2.4,Jib,J,
16,141,10.66,110.85,8.516,-6.618,2.5,Jib,J,
16,140,10.79,109.42,8.548,-6.548,2.6,Jib,J,
16,139,10.92,108,8.58,-6.475,2.6,Jib,J,
16,138,11.06,106.6,8.614,-6.401,2.7,Jib,J,
16,137,11.19,105.22,8.648,-6.324,2.8,Jib,J,
16,136,11.33,103.85,8.683,-6.246,2.8,Jib,J,
16,135,11.47,102.5,8.718,-6.165,2.9,Jib,J,
16,134,11.61,101.17,8.755,-6.081,3,Jib,J,
16,133,11.76,99.85,8.792,-5.996,3.1,Jib,J,
16,132,11.9,98.55,8.83,-5.908,3.2,Jib,J,
16,131,12.05,97.27,8.868,-5.818,3.2,Jib,J,
16,130,12.2,96,8.907,-5.725,3.3,Jib,J,
16,129,12.35,94.74,8.946,-5.63,3.4,Jib,J,
16,128,12.5,93.51,8.986,-5.532,3.5,Jib,J,
16,127,12.66,92.28,9.027,-5.432,3.7,Jib,J,
16,126,12.81,91.08,9.067,-5.329,3.8,Jib,J,
16,125,12.97,89.89,9.108,-5.224,3.9,Jib,J,
16,124,13.13,88.71,9.148,-5.116,4.1,Jib,J,
16,123,13.29,87.56,9.189,-5.004,4.2,Jib,J,
16,122,13.45,86.42,9.229,-4.891,4.4,Jib,J,
16,121,13.62,85.29,9.269,-4.774,4.6,Jib,J,
16,120,13.78,84.18,9.309,-4.654,4.7,Jib,J,
16,119,13.95,83.09,9.348,-4.532,5,Jib,J,
16,118,14.11,82.01,9.387,-4.407,5.2,Jib,J,
16,117,14.28,80.94,9.425,-4.279,5.5,Jib,J,
16,116,14.45,79.89,9.462,-4.148,5.8,Jib,J,
16,115,14.62,78.86,9.498,-4.014,6.1,Jib,J,
16,114,14.78,77.83,9.534,-3.878,6.5,Jib,J,
16,113,14.95,76.82,9.569,-3.739,6.9,Jib,J,
16,112,15.12,75.82,9.603,-3.597,7.3,Jib,J,
16,111,15.29,74.83,9.636,-3.453,7.7,Jib,J,
16,110,15.46,73.85,9.668,-3.307,8.2,Jib,J,
16,109,15.63,72.89,9.699,-3.158,8.6,Jib,J,
16,108,15.8,71.93,9.729,-3.006,9.1,Jib,J,
16,107,15.96,70.98,9.758,-2.853,9.6,Jib,J,
16,106,16.13,70.04,9.786,-2.697,10.1,Jib,J,
16,105,16.3,69.11,9.813,-2.54,10.6,Jib,J,
16,104,16.46,68.19,9.838,-2.38,11.2,Jib,J,
16,103,16.62,67.27,9.861,-2.218,11.7,Jib,J,
16,102,16.79,66.36,9.884,-2.055,12.3,Jib,J,
16,101,16.95,65.46,9.905,-1.89,12.9,Jib,J,
16,100,17.11,64.56,9.924,-1.723,13.5,Jib,J,
16,99,17.26,63.67,9.941,-1.555,14.1,Jib,J,
16,98,17.42,62.78,9.956,-1.386,14.7,Jib,J,
16,97,17.57,61.9,9.97,-1.215,15.4,Jib,J,
16,96,17.72,61.02,9.981,-1.043,16.1,Jib,J,
16,95,17.87,60.14,9.99,-0.871,16.8,Jib,J,
16,94,18.02,59.25,10.002,-0.698,17.5,Jib,J,
16,93,18.16,58.38,10.004,-0.523,18.2,Jib,J,
16,92,18.3,57.52,10.003,-0.349,18.9,Jib,J,
16,91,18.43,56.66,9.999,-0.174,19.7,Jib,J,
16,90,18.56,55.8,9.992,0,20.4,Jib,J,
16,89,18.68,54.96,9.977,0.174,21.2,Jib,J,
16,88,18.81,54.21,9.957,0.348,21.5,Jib,J,
16,87,18.94,53.55,9.934,0.52,21.5,Jib,J,
16,86,19.07,52.89,9.912,0.691,21.5,Jib,J,
16,85,19.2,52.23,9.888,0.862,21.5,Jib,J,
16,84,19.32,51.58,9.864,1.031,21.5,Jib,J,
16,83,19.45,50.93,9.84,1.199,21.5,Jib,J,
16,82,19.57,50.29,9.815,1.366,21.5,Jib,J,
16,81,19.69,49.64,9.789,1.531,21.5,Jib,J,
16,80,19.8,49.01,9.763,1.695,21.5,Jib,J,
16,79,19.92,48.37,9.736,1.858,21.4,Jib,J,
16,78,20.03,47.74,9.709,2.019,21.4,Jib,J,
16,77,20.15,47.12,9.681,2.178,21.4,Jib,J,
16,76,20.25,46.49,9.652,2.335,21.4,Jib,J,
16,75,20.36,45.87,9.623,2.491,21.3,Jib,J,
16,74,20.47,45.25,9.593,2.644,21.3,Jib,J,
16,73,20.57,44.64,9.562,2.796,21.3,Jib,J,
16,72,20.67,44.03,9.531,2.945,21.3,Jib,J,
16,71,20.77,43.42,9.498,3.092,21.2,Jib,J,
16,70,20.86,42.81,9.465,3.237,21.2,Jib,J,
16,69,20.96,42.21,9.432,3.38,21.1,Jib,J,
16,68,21.05,41.61,9.397,3.52,21.1,Jib,J,
16,67,21.13,41.02,9.361,3.658,21,Jib,J,
16,66,21.22,40.42,9.324,3.793,21,Jib,J,
16,65,21.3,39.84,9.286,3.925,20.9,Jib,J,
16,64,21.38,39.25,9.247,4.054,20.9,Jib,J,
16,63,21.46,38.67,9.207,4.18,20.8,Jib,J,
16,62,21.53,38.09,9.165,4.303,20.7,Jib,J,
16,61,21.6,37.51,9.121,4.422,20.6,Jib,J,
16,60,21.67,36.94,9.076,4.538,20.5,Jib,J,
16,59,21.74,36.37,9.029,4.65,20.4,Jib,J,
16,58,21.8,35.81,8.98,4.759,20.3,Jib,J,
16,57,21.85,35.25,8.929,4.863,20.2,Jib,J,
16,56,21.9,34.7,8.875,4.963,20.1,Jib,J,
16,55,21.95,34.16,8.818,5.058,19.9,Jib,J,
16,54,22,33.63,8.759,5.148,19.6,Jib,J,
16,53,22.04,33.1,8.695,5.233,19.4,Jib,J,
16,52,22.07,32.58,8.628,5.312,19.1,Jib,J,
16,51,22.1,32.07,8.556,5.385,18.8,Jib,J,
16,50,22.13,31.57,8.479,5.45,18.5,Jib,J,
16,49,22.14,31.07,8.395,5.508,18.2,Jib,J,
16,48,22.15,30.58,8.302,5.555,17.8,Jib,J,
16,47,22.14,30.11,8.199,5.592,17.4,Jib,J,
16,46,22.12,29.66,8.081,5.614,17,Jib,J,
16,45,22.08,29.23,7.946,5.618,16.5,Jib,J,
16,44,22.02,28.82,7.787,5.601,16,Jib,J,
16,43,21.93,28.45,7.601,5.559,15.3,Jib,J,
16,42,21.81,28.11,7.387,5.489,14.6,Jib,J,
16,41,21.68,27.8,7.148,5.395,13.9,Jib,J,
16,40,21.52,27.49,6.9,5.286,13,Jib,J,
16,39,21.35,27.19,6.637,5.158,12.1,Jib,J,
16,38,21.14,26.96,6.322,4.982,11,Jib,J,
16,37,20.82,26.85,5.9,4.712,9.6,Jib,J,
16,36,20.33,27.01,5.28,4.272,7.7,Jib,J,
16,169.6,8.36,160.07,7.718,-7.592,0.8,Jib,J,OPTIMAL
16,180,8.12,180,7.757,-7.757,-0.2,Poled Jib,PJ,
16,179,8.09,178.04,7.783,-7.782,-0.2,Poled Jib,PJ,
16,178,8.07,176.06,7.813,-7.808,-0.2,Poled Jib,PJ,
16,177,8.05,174.07,7.844,-7.834,-0.2,Poled Jib,PJ,
16,176,8.03,172.08,7.877,-7.857,-0.2,Poled Jib,PJ,
16,175,8.03,170.07,7.908,-7.878,-0.2,Poled Jib,PJ,
16,174,8.02,168.06,7.937,-7.893,-0.1,Poled Jib,PJ,
16,173,8.03,166.06,7.962,-7.903,-0.1,Poled Jib,PJ,
16,172,8.04,164.06,7.983,-7.905,-0.1,Poled Jib,PJ,
16,171,8.07,162.08,7.999,-7.9,-0.1,Poled Jib,PJ,
16,170,8.11,160.12,8.007,-7.885,-0.1,Poled Jib,PJ,
16,169,8.16,158.2,8.008,-7.861,-0.1,Poled Jib,PJ,
16,168,8.21,156.31,8.005,-7.83,-0.1,Poled Jib,PJ,
16,167,8.28,154.44,8.001,-7.796,0,Poled Jib,PJ,
